instance,budget,policy,mean_gap,oracle_gap,regret,winner
drayage-25-23,10,best_bound,0.05204332090512396,0.03730493583282455,0.01473838507229941,safeguarded_hybrid
drayage-25-23,10,depth_first,0.052399606502541905,0.03730493583282455,0.015094670669717355,safeguarded_hybrid
drayage-25-23,10,hybrid_best_bound_depth,0.052399606502541905,0.03730493583282455,0.015094670669717355,safeguarded_hybrid
drayage-25-23,10,greedy_score,0.04951799460431286,0.03730493583282455,0.01221305877148831,safeguarded_hybrid
drayage-25-23,10,random_uniform,0.05165458900668438,0.03730493583282455,0.014349653173859833,safeguarded_hybrid
drayage-25-23,10,best_estimate,0.05204332090512396,0.03730493583282455,0.01473838507229941,safeguarded_hybrid
drayage-25-23,10,boltzmann_adaptive,0.05204332090512396,0.03730493583282455,0.01473838507229941,safeguarded_hybrid
drayage-25-23,10,safeguarded_hybrid,0.03730493583282455,0.03730493583282455,0.0,safeguarded_hybrid
drayage-25-23,10,budgeted_portfolio,0.05204332090512396,0.03730493583282455,0.01473838507229941,safeguarded_hybrid
drayage-25-23,10,instance_aware_portfolio,0.05204332090512396,0.03730493583282455,0.01473838507229941,safeguarded_hybrid
drayage-25-23,10,multi_feature_portfolio,0.05204332090512396,0.03730493583282455,0.01473838507229941,safeguarded_hybrid
drayage-25-23,10,learned_portfolio,0.03730493583282455,0.03730493583282455,0.0,safeguarded_hybrid
drayage-25-23,60,best_bound,0.04245007580530488,0.027467966459923568,0.014982109345381314,safeguarded_hybrid
drayage-25-23,60,depth_first,0.052399606502541905,0.027467966459923568,0.024931640042618337,safeguarded_hybrid
